  @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'where','does', 'where does' ,'buzz','does buzz','where buzz' ,LOC,other 
 'where','i', 'where i' ,'correct','i correct','where correct' ,LOC,other 
 'what','major-league', 'what major-league' ,'left-handed','major-league left-handed','what left-handed' ,HUM,ind 
 'what','michelangelo', 'what michelangelo' ,'is','michelangelo is','what is' ,HUM,ind 
 'who','democratic', 'who democratic' ,'nominee','democratic nominee','who nominee' ,HUM,ind 
 'what','asian', 'what asian' ,'country','asian country','what country' ,LOC,country 
 'how','fingers', 'how fingers' ,'used','fingers used','how used' ,NUM,count 
 'when','hurricane', 'when hurricane' ,'hugo','hurricane hugo','when hugo' ,NUM,date 
 'what','president-to-member', 'what president-to-member' ,'congress','president-to-member congress','what congress' ,HUM,ind 
 'what','price', 'what price' ,'varian','price varian','what varian' ,NUM,money 
 'when','was', 'when was' ,'','was ','when ' ,NUM,date 
 'what','classical', 'what classical' ,'spanish','classical spanish','what spanish' ,HUM,ind 
 'what','actor', 'what actor' ,'married','actor married','what married' ,HUM,ind 
 'who','fired', 'who fired' ,'maria','fired maria','who maria' ,HUM,ind 
 'italian','artist', 'italian artist' ,'','artist ','italian ' ,NUM,period 
 'who','black', 'who black' ,'golfer','black golfer','who golfer' ,HUM,ind 
 'what','city', 'what city' ,'setting','city setting','what setting' ,LOC,city 
 'what','us', 'what us' ,'president','us president','what president' ,HUM,ind 
 'whose','cover', 'whose cover' ,'employee','cover employee','whose employee' ,HUM,ind 
 'what','president', 'what president' ,'is','president is','what is' ,HUM,ind 
 'what','fictional', 'what fictional' ,'character','fictional character','what character' ,HUM,ind 
 'what','longtime', 'what longtime' ,'game','longtime game','what game' ,HUM,ind 
 'who','the', 'who the' ,'','the ','who ' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'where','mozambique', 'where mozambique' ,'located','mozambique located','where located' ,LOC,other 
 'how','months', 'how months' ,'does','months does','how does' ,NUM,count 
 'what','real', 'what real' ,'disc','real disc','what disc' ,HUM,ind 
 'what','city', 'what city' ,'houses','city houses','what houses' ,LOC,city 
 'how','minimum', 'how minimum' ,'wage','minimum wage','how wage' ,NUM,money 
 'who','invented', 'who invented' ,'silly','invented silly','who silly' ,HUM,ind 
 'who','patented', 'who patented' ,'phonograph','patented phonograph','who phonograph' ,HUM,ind 
 'how','vietnamese', 'how vietnamese' ,'soviet','vietnamese soviet','how soviet' ,NUM,count 
 'average','', 'average ' ,'how',' how','average how' ,NUM,count 
 'who','created', 'who created' ,'private','created private','who private' ,HUM,ind 
 'what','smallest', 'what smallest' ,'country','smallest country','what country' ,LOC,country 
 'who','coined', 'who coined' ,'term','coined term','who term' ,HUM,ind 
 'what','man', 'what man' ,'who','man who','what who' ,HUM,ind 
 'who','lauren', 'who lauren' ,'bacall','lauren bacall','who bacall' ,HUM,ind 
 'how','hands', 'how hands' ,'does','hands does','how does' ,NUM,count 
 'how','people', 'how people' ,'died','people died','how died' ,NUM,count 
 'what','us', 'what us' ,'congressman','us congressman','what congressman' ,HUM,ind 
 'who','created', 'who created' ,'character','created character','who character' ,HUM,ind 
 'what','student', 'what student' ,'population','student population','what population' ,NUM,other 
 'where','windsor', 'where windsor' ,'castle','windsor castle','where castle' ,LOC,other 
 'when','did', 'when did' ,'dow','did dow','when dow' ,NUM,date 
 'where','i', 'where i' ,'names','i names','where names' ,LOC,other 
 'what','state', 'what state' ,'does','state does','what does' ,LOC,state 
 'what','benelux', 'what benelux' ,'countries','benelux countries','what countries' ,LOC,country 
 'where','is', 'where is' ,'petrified','is petrified','where petrified' ,LOC,other 
 'where','tornado', 'where tornado' ,'alley','tornado alley','where alley' ,LOC,other 
 'who','author', 'who author' ,'of','author of','who of' ,HUM,ind 
 'what','american', 'what american' ,'poet','american poet','what poet' ,HUM,ind 
 'what','state', 'what state' ,'us','state us','what us' ,LOC,state 
 'what','city', 'what city' ,'which','city which','what which' ,LOC,city 
 'who','painted', 'who painted' ,'sistine','painted sistine','who sistine' ,HUM,ind 
 'various','costumed', 'various costumed' ,'personas','costumed personas','various personas' ,HUM,ind 
 'what','oldest', 'what oldest' ,'website','oldest website','what website' ,LOC,other 
 'what','explorers', 'what explorers' ,'followed','explorers followed','what followed' ,HUM,ind 
 'who','actress', 'who actress' ,'goldie','actress goldie','who goldie' ,HUM,ind 
 'who','banned', 'who banned' ,'peter','banned peter','who peter' ,HUM,ind 
 'when','san', 'when san' ,'francisco','san francisco','when francisco' ,NUM,date 
 'how','casinos', 'how casinos' ,'atlantic','casinos atlantic','how atlantic' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','names', 'what names' ,'richard','names richard','what richard' ,HUM,ind 
 'what','chromosome', 'what chromosome' ,'number','chromosome number','what number' ,NUM,count 
 'what','is', 'what is' ,'longest','is longest','what longest' ,LOC,other 
 'when','berlin', 'when berlin' ,'is','berlin is','when is' ,NUM,date 
 'how','double-word-score', 'how double-word-score' ,'spaces','double-word-score spaces','how spaces' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','mountain', 'what mountain' ,'range','mountain range','what range' ,LOC,mount 
 'who','nicknamed', 'who nicknamed' ,'little','nicknamed little','who little' ,HUM,ind 
 'how','cds', 'how cds' ,'garth','cds garth','how garth' ,NUM,count 
 'where','leading', 'where leading' ,'medical','leading medical','where medical' ,LOC,other 
 'what','is', 'what is' ,'sacred','is sacred','what sacred' ,LOC,other 
 'what','stefan', 'what stefan' ,'edberg','stefan edberg','what edberg' ,LOC,country 
 'how','gutenberg', 'how gutenberg' ,'bibles','gutenberg bibles','how bibles' ,NUM,count 
 'largest','country', 'largest country' ,'south','country south','largest south' ,LOC,country 
 'what','american', 'what american' ,'folk','american folk','what folk' ,HUM,ind 
 'what','author', 'what author' ,'did','author did','what did' ,HUM,ind 
 'what','country', 'what country' ,'godiva','country godiva','what godiva' ,LOC,country 
 'poet','poem', 'poet poem' ,'which','poem which','poet which' ,HUM,ind 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'what','texas', 'what texas' ,'city','texas city','what city' ,LOC,city 
 'what','country', 'what country' ,'did','country did','what did' ,LOC,country 
 'what','barroom', 'what barroom' ,'judge','barroom judge','what judge' ,HUM,ind 
 'who','president', 'who president' ,'costa','president costa','who costa' ,HUM,ind 
 'what','country', 'what country' ,'best','country best','what best' ,LOC,country 
 'what','countries', 'what countries' ,'share','countries share','what share' ,LOC,country 
 'who','chairman', 'who chairman' ,'senate','chairman senate','who senate' ,HUM,ind 
 'what','actor', 'what actor' ,'starred','actor starred','what starred' ,HUM,ind 
 'how','home', 'how home' ,'runs','home runs','how runs' ,NUM,count 
 'what','city', 'what city' ,'headquarters','city headquarters','what headquarters' ,LOC,city 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'who','voice', 'who voice' ,'miss','voice miss','who miss' ,HUM,ind 
 'who','replaced', 'who replaced' ,'bert','replaced bert','who bert' ,HUM,ind 
 'how','boys', 'how boys' ,'play','boys play','how play' ,NUM,count 
 'when','sheep', 'when sheep' ,'shorn','sheep shorn','when shorn' ,NUM,date 
 'what','is', 'what is' ,'second-largest','is second-largest','what second-largest' ,LOC,other 
 'what','century', 'what century' ,'does','century does','what does' ,NUM,date 
 'how','astronauts', 'how astronauts' ,'manned','astronauts manned','how manned' ,NUM,count 
 'where','logan', 'where logan' ,'airport','logan airport','where airport' ,LOC,other 
 'who','person', 'who person' ,'inducted','person inducted','who inducted' ,HUM,ind 
 'what','golfer', 'what golfer' ,'called','golfer called','what called' ,HUM,ind 
 'who','murdered', 'who murdered' ,'leno','murdered leno','who leno' ,HUM,ind 
 'what','average', 'what average' ,'cost','average cost','what cost' ,NUM,money 
 'which','following', 'which following' ,'men','following men','which men' ,HUM,ind 
 'what','current', 'what current' ,'ticket','current ticket','what ticket' ,NUM,money 
 'what','state', 'what state' ,'nickname','state nickname','what nickname' ,LOC,state 
 'how','students', 'how students' ,'attend','students attend','how attend' ,NUM,count 
 'who','said', 'who said' ,'','said ','who ' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'etta','portrayed etta','who etta' ,HUM,ind 
 'what','is', 'what is' ,'temple','is temple','what temple' ,LOC,other 
 'where','actress', 'where actress' ,'','actress ','where ' ,LOC,other 
 'who','charlie', 'who charlie' ,'perfume','charlie perfume','who perfume' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'','portrayed ','who ' ,HUM,ind 
 'what','singer', 'what singer' ,'despondent','singer despondent','what despondent' ,HUM,ind 
 'when','did', 'when did' ,'iraqi','did iraqi','when iraqi' ,NUM,date 
 'what','famous', 'what famous' ,'singing','famous singing','what singing' ,HUM,ind 
 'what','probability', 'what probability' ,'2','probability 2','what 2' ,NUM,perc 
 'how','canadians', 'how canadians' ,'emmigrate','canadians emmigrate','how emmigrate' ,NUM,count 
 'who','gerald', 'who gerald' ,'ford','gerald ford','who ford' ,HUM,ind 
 'how','different', 'how different' ,'languages','different languages','how languages' ,NUM,count 
 'what','year', 'what year' ,'desmond','year desmond','what desmond' ,NUM,date 
 'who','invented', 'who invented' ,'batteries','invented batteries','who batteries' ,HUM,ind 
 'where','i', 'where i' ,'buy','i buy','where buy' ,LOC,other 
 'what','infamous', 'what infamous' ,'pseudonym','infamous pseudonym','what pseudonym' ,HUM,ind 
 'what','london', 'what london' ,'street','london street','what street' ,LOC,other 
 'what','city', 'what city' ,'famed','city famed','what famed' ,LOC,city 
 'how','did', 'how did' ,'minimum','did minimum','how minimum' ,NUM,money 
 'where','tufts', 'where tufts' ,'university','tufts university','where university' ,LOC,other 
 'what','chemical', 'what chemical' ,'reactivity','chemical reactivity','what reactivity' ,NUM,other 
 'how','engines', 'how engines' ,'does','engines does','how does' ,NUM,count 
 'how','long', 'how long' ,'mao','long mao','how mao' ,NUM,dist 
 'what','does', 'what does' ,'teaspoon','does teaspoon','what teaspoon' ,NUM,weight 
 'what','province', 'what province' ,'edmonton','province edmonton','what edmonton' ,LOC,state 
 'who','did', 'who did' ,'sonny','did sonny','who sonny' ,HUM,ind 
 'what','martin', 'what martin' ,'luther','martin luther','what luther' ,NUM,date 
 'what','president', 'what president' ,'dispatched','president dispatched','what dispatched' ,HUM,ind 
 'whose','video', 'whose video' ,'titled','video titled','whose titled' ,HUM,ind 
 'how','james', 'how james' ,'bond','james bond','how bond' ,NUM,count 
 'how','large', 'how large' ,'arctic','large arctic','how arctic' ,NUM,volsize 
 'how','electricity', 'how electricity' ,'does','electricity does','how does' ,NUM,count 
 'how','acres', 'how acres' ,'mile','acres mile','how mile' ,NUM,count 
 'who','is', 'who is' ,'twin','is twin','who twin' ,HUM,ind 
 'what','per-capita', 'what per-capita' ,'income','per-capita income','what income' ,NUM,money 
 'how','grammys', 'how grammys' ,'did','grammys did','how did' ,NUM,count 
 'what','oldest', 'what oldest' ,'website','oldest website','what website' ,LOC,other 
 'what','average', 'what average' ,'age','average age','what age' ,NUM,period 
 'what','country', 'what country' ,'received','country received','what received' ,LOC,country 
 'how','syllables', 'how syllables' ,'line','syllables line','how line' ,NUM,count 
 'what','britain', 'what britain' ,'is','britain is','what is' ,LOC,other 
 'who','america', 'who america' ,'is','america is','who is' ,HUM,ind 
 'how','children', 'how children' ,'18','children 18','how 18' ,NUM,count 
 'who','lives', 'who lives' ,'24','lives 24','who 24' ,HUM,ind 
 'what','states', 'what states' ,'incorporate','states incorporate','what incorporate' ,LOC,state 
 'who','famous', 'who famous' ,'door-to-door','famous door-to-door','who door-to-door' ,HUM,ind 
 'how','people', 'how people' ,'america','people america','how america' ,NUM,count 
 'who','trying', 'who trying' ,'rent','trying rent','who rent' ,HUM,ind 
 'who','did', 'who did' ,'jackie','did jackie','who jackie' ,HUM,ind 
 'how','stars', 'how stars' ,'soviet','stars soviet','how soviet' ,NUM,count 
 'who','sought', 'who sought' ,'create','sought create','who create' ,HUM,ind 
 'what','tourist', 'what tourist' ,'attractions','tourist attractions','what attractions' ,LOC,other 
 'what','lengths', 'what lengths' ,'pearl','lengths pearl','what pearl' ,NUM,dist 
 'who','said', 'who said' ,':','said :','who :' ,HUM,ind 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'what','colorado', 'what colorado' ,'city','colorado city','what city' ,LOC,city 
 'how','does', 'how does' ,'cost','does cost','how cost' ,NUM,money 
 'who','current', 'who current' ,'secretary','current secretary','who secretary' ,HUM,ind 
 'where','did', 'where did' ,'guinea','did guinea','where guinea' ,LOC,other 
 'what','countries', 'what countries' ,'','countries ','what ' ,LOC,country 
 'when','slinky', 'when slinky' ,'invented','slinky invented','when invented' ,NUM,date 
 'what','characters', 'what characters' ,'','characters ','what ' ,HUM,ind 
 'which','dick', 'which dick' ,'tracy','dick tracy','which tracy' ,HUM,ind 
 'what','european', 'what european' ,'capital','european capital','what capital' ,LOC,city 
 'what','country', 'what country' ,'setting','country setting','what setting' ,LOC,country 
 'what','thatcher', 'what thatcher' ,'is','thatcher is','what is' ,NUM,perc 
 'how','calories', 'how calories' ,'tomato','calories tomato','how tomato' ,NUM,count 
 'what','state', 'what state' ,'co-educational','state co-educational','what co-educational' ,LOC,state 
 'what','country', 'what country' ,'latin','country latin','what latin' ,LOC,country 
 'which','hawaiian', 'which hawaiian' ,'island','hawaiian island','which island' ,LOC,other 
 'what','feathered', 'what feathered' ,'cartoon','feathered cartoon','what cartoon' ,HUM,ind 
 'when','dick', 'when dick' ,'clark','dick clark','when clark' ,NUM,date 
 'what','death', 'what death' ,'toll','death toll','what toll' ,NUM,other 
 'what','city', 'what city' ,'wiener','city wiener','what wiener' ,LOC,city 
