 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'city','setting', 'city setting' ,'puccini','setting puccini','city puccini' , LOC, city 
 'us','president', 'us president' ,'showed','president showed','us showed' , HUM, ind 
 'cover','employee', 'cover employee' ,'universal','employee universal','cover universal' , HUM, ind 
 'president','is', 'president is' ,'daughter','is daughter','president daughter' , HUM, ind 
 'fictional','character', 'fictional character' ,'known','character known','fictional known' , HUM, ind 
 'longtime','game', 'longtime game' ,'host','game host','longtime host' , HUM, ind 
 'the','', 'the ' ,'filthiest',' filthiest','the filthiest' , HUM, ind 
 'year','did', 'year did' ,'ireland','did ireland','year ireland' , NUM, date 
 'months','does', 'months does' ,'normal','does normal','months normal' , NUM, count 
 'real','disc', 'real disc' ,'jockey','disc jockey','real jockey' , HUM, ind 
 'city','houses', 'city houses' ,'us','houses us','city us' , LOC, city 
 'minimum','wage', 'minimum wage' ,'1991','wage 1991','minimum 1991' , NUM, money 
 'invented','silly', 'invented silly' ,'putty','silly putty','invented putty' , HUM, ind 
 'vietnamese','soviet', 'vietnamese soviet' ,'union','soviet union','vietnamese union' , NUM, count 
 'average','', 'average ' ,'miles',' miles','average miles' , NUM, count 
 'created','private', 'created private' ,'detective','private detective','created detective' , HUM, ind 
 'smallest','country', 'smallest country' ,'africa','country africa','smallest africa' , LOC, country 
 'coined','term', 'coined term' ,'nn','term nn','coined nn' , HUM, ind 
 'man','invented', 'man invented' ,'multicolored','invented multicolored','man multicolored' , HUM, ind 
 'lauren','bacall', 'lauren bacall' ,'is','bacall is','lauren is' , HUM, ind 
 'hands','does', 'hands does' ,'bjorn','does bjorn','hands bjorn' , NUM, count 
 'people','died', 'people died' ,'d-day','died d-day','people d-day' , NUM, count 
 'us','congressman', 'us congressman' ,'said','congressman said','us said' , HUM, ind 
 'created','character', 'created character' ,'scrooge','character scrooge','created scrooge' , HUM, ind 
 'student','population', 'student population' ,'university','population university','student university' , NUM, other 
 'did','dow', 'did dow' ,'reach','dow reach','did reach' , NUM, date 
 'i','names', 'i names' ,'15','names 15','i 15' , LOC, other 
 'state','does', 'state does' ,'martha','does martha','state martha' , LOC, state 
 'where','is', 'where is' ,'petrified','is petrified','where petrified' , LOC, other 
 'author','of', 'author of' ,'','of ','author ' , HUM, ind 
 'american','poet', 'american poet' ,'wrote','poet wrote','american wrote' , HUM, ind 
 'state','us', 'state us' ,'blacks','us blacks','state blacks' , LOC, state 
 'city','maurizio', 'city maurizio' ,'pellegrin','maurizio pellegrin','city pellegrin' , LOC, city 
 'painted','sistine', 'painted sistine' ,'chapel','sistine chapel','painted chapel' , HUM, ind 
 'various','costumed', 'various costumed' ,'personas','costumed personas','various personas' , HUM, ind 
 'oldest','website', 'oldest website' ,'internet','website internet','oldest internet' , LOC, other 
 'explorers','followed', 'explorers followed' ,'columbus','followed columbus','explorers columbus' , HUM, ind 
 'actress','goldie', 'actress goldie' ,'hawn','goldie hawn','actress hawn' , HUM, ind 
 'banned','peter', 'banned peter' ,'rose','peter rose','banned rose' , HUM, ind 
 'san','francisco', 'san francisco' ,'fire','francisco fire','san fire' , NUM, date 
 'casinos','atlantic', 'casinos atlantic' ,'city','atlantic city','casinos city' , NUM, count 
 'year','did', 'year did' ,'vietnam','did vietnam','year vietnam' , NUM, date 
 'names','richard', 'names richard' ,'nixon','richard nixon','names nixon' , HUM, ind 
 'chromosome','number', 'chromosome number' ,'elephant','number elephant','chromosome elephant' , NUM, count 
 'what','is', 'what is' ,'longest','is longest','what longest' , LOC, other 
 'berlin','is', 'berlin is' ,'brandenburg','is brandenburg','berlin brandenburg' , NUM, date 
 'double-word-score','spaces', 'double-word-score spaces' ,'scrabble','spaces scrabble','double-word-score scrabble' , NUM, count 
 'year','did', 'year did' ,'germany','did germany','year germany' , NUM, date 
 'mountain','range', 'mountain range' ,'traversed','range traversed','mountain traversed' , LOC, mount 
 'nicknamed','little', 'nicknamed little' ,'corporal','little corporal','nicknamed corporal' , HUM, ind 
 'cds','garth', 'cds garth' ,'brooks','garth brooks','cds brooks' , NUM, count 
 'leading','medical', 'leading medical' ,'groups','medical groups','leading groups' , LOC, other 
 'what','is', 'what is' ,'sacred','is sacred','what sacred' , LOC, other 
 'stefan','edberg', 'stefan edberg' ,'is','edberg is','stefan is' , LOC, country 
 'gutenberg','bibles', 'gutenberg bibles' ,'there','bibles there','gutenberg there' , NUM, count 
 'largest','country', 'largest country' ,'south','country south','largest south' , LOC, country 
 'american','folk', 'american folk' ,'hero','folk hero','american hero' , HUM, ind 
 'author','did', 'author did' ,'photographer','did photographer','author photographer' , HUM, ind 
 'country','godiva', 'country godiva' ,'chocolates','godiva chocolates','country chocolates' , LOC, country 
 'poet','poem', 'poet poem' ,'begins','poem begins','poet begins' , HUM, ind 
 'us','state', 'us state' ,'records','state records','us records' , LOC, state 
 'texas','city', 'texas city' ,'got','city got','texas got' , LOC, city 
 'country','did', 'country did' ,'nile','did nile','country nile' , LOC, country 
 'barroom','judge', 'barroom judge' ,'called','judge called','barroom called' , HUM, ind 
 'president','costa', 'president costa' ,'rica','costa rica','president rica' , HUM, ind 
 'country','best', 'country best' ,'defensive','best defensive','country defensive' , LOC, country 
 'countries','share', 'countries share' ,'khyber','share khyber','countries khyber' , LOC, country 
 'chairman','senate', 'chairman senate' ,'select','senate select','chairman select' , HUM, ind 
 'actor','starred', 'actor starred' ,'1980','starred 1980','actor 1980' , HUM, ind 
 'home','runs', 'home runs' ,'did','runs did','home did' , NUM, count 
 'city','headquarters', 'city headquarters' ,'sinn','headquarters sinn','city sinn' , LOC, city 
 'i','information', 'i information' ,'george','information george','i george' , LOC, other 
 'voice','miss', 'voice miss' ,'piggy','miss piggy','voice piggy' , HUM, ind 
 'replaced','bert', 'replaced bert' ,'parks','bert parks','replaced parks' , HUM, ind 
 'boys','play', 'boys play' ,'game','play game','boys game' , NUM, count 
 'what','is', 'what is' ,'second-largest','is second-largest','what second-largest' , LOC, other 
 'century','does', 'century does' ,'captain','does captain','century captain' , NUM, date 
 'astronauts','manned', 'astronauts manned' ,'project','manned project','astronauts project' , NUM, count 
 'person','inducted', 'person inducted' ,'us','inducted us','person us' , HUM, ind 
 'golfer','called', 'golfer called' ,'ohio','called ohio','golfer ohio' , HUM, ind 
 'murdered','leno', 'murdered leno' ,'rosemary','leno rosemary','murdered rosemary' , HUM, ind 
 'average','cost', 'average cost' ,'years','cost years','average years' , NUM, money 
 'following','men', 'following men' ,'married','men married','following married' , HUM, ind 
 'current','ticket', 'current ticket' ,'fare','ticket fare','current fare' , NUM, money 
 'state','nickname', 'state nickname' ,'mississippi','nickname mississippi','state mississippi' , LOC, state 
 'students','attend', 'students attend' ,'university','attend university','students university' , NUM, count 
 'said','', 'said ' ,'',' ','said ' , HUM, ind 
 'portrayed','etta', 'portrayed etta' ,'place','etta place','portrayed place' , HUM, ind 
 'what','is', 'what is' ,'temple','is temple','what temple' , LOC, other 
 'actress','', 'actress ' ,'marion',' marion','actress marion' , LOC, other 
 'charlie','perfume', 'charlie perfume' ,'woman','perfume woman','charlie woman' , HUM, ind 
 'portrayed','', 'portrayed ' ,'rosanne',' rosanne','portrayed rosanne' , HUM, ind 
 'singer','despondent', 'singer despondent' ,'death','despondent death','singer death' , HUM, ind 
 'did','iraqi', 'did iraqi' ,'troops','iraqi troops','did troops' , NUM, date 
 'famous','singing', 'famous singing' ,'cowboy','singing cowboy','famous cowboy' , HUM, ind 
 'probability','2', 'probability 2' ,'25','2 25','probability 25' , NUM, perc 
 'canadians','emmigrate', 'canadians emmigrate' ,'year','emmigrate year','canadians year' , NUM, count 
 'gerald','ford', 'gerald ford' ,'is','ford is','gerald is' , HUM, ind 
 'different','languages', 'different languages' ,'spoken','languages spoken','different spoken' , NUM, count 
 'year','desmond', 'year desmond' ,'mpilo','desmond mpilo','year mpilo' , NUM, date 
 'i','buy', 'i buy' ,'good','buy good','i good' , LOC, other 
 'infamous','pseudonym', 'infamous pseudonym' ,'peter','pseudonym peter','infamous peter' , HUM, ind 
 'london','street', 'london street' ,'home','street home','london home' , LOC, other 
 'city','famed', 'city famed' ,'st','famed st','city st' , LOC, city 
 'did','minimum', 'did minimum' ,'wage','minimum wage','did wage' , NUM, money 
 'chemical','reactivity', 'chemical reactivity' ,'argon','reactivity argon','chemical argon' , NUM, other 
 'engines','does', 'engines does' ,'boeing','does boeing','engines boeing' , NUM, count 
 'long','mao', 'long mao' ,'is','mao is','long is' , NUM, dist 
 'does','teaspoon', 'does teaspoon' ,'matter','teaspoon matter','does matter' , NUM, weight 
 'province','edmonton', 'province edmonton' ,'located','edmonton located','province located' , LOC, state 
 'did','sonny', 'did sonny' ,'liston','sonny liston','did liston' , HUM, ind 
 'martin','luther', 'martin luther' ,'king','luther king','martin king' , NUM, date 
 'president','dispatched', 'president dispatched' ,'cruiser','dispatched cruiser','president cruiser' , HUM, ind 
 'video','titled', 'video titled' ,'shape','titled shape','video shape' , HUM, ind 
 'james','bond', 'james bond' ,'novels','bond novels','james novels' , NUM, count 
 'large','arctic', 'large arctic' ,'refuge','arctic refuge','large refuge' , NUM, volsize 
 'electricity','does', 'electricity does' ,'brain','does brain','electricity brain' , NUM, count 
 'who','is', 'who is' ,'twin','is twin','who twin' , HUM, ind 
 'per-capita','income', 'per-capita income' ,'colombia','income colombia','per-capita colombia' , NUM, money 
 'grammys','did', 'grammys did' ,'michael','did michael','grammys michael' , NUM, count 
 'oldest','website', 'oldest website' ,'internet','website internet','oldest internet' , LOC, other 
 'average','age', 'average age' ,'member','age member','average member' , NUM, period 
 'country','received', 'country received' ,'nobel','received nobel','country nobel' , LOC, country 
 'syllables','line', 'syllables line' ,'hendecasyllabic','line hendecasyllabic','syllables hendecasyllabic' , NUM, count 
 'britain','is', 'britain is' ,'possession','is possession','britain possession' , LOC, other 
 'america','is', 'america is' ,'public','is public','america public' , HUM, ind 
 'children','18', 'children 18' ,'victims','18 victims','children victims' , NUM, count 
 'lives','24', 'lives 24' ,'sussex','24 sussex','lives sussex' , HUM, ind 
 'states','incorporate', 'states incorporate' ,'confederate','incorporate confederate','states confederate' , LOC, state 
 'famous','door-to-door', 'famous door-to-door' ,'brush','door-to-door brush','famous brush' , HUM, ind 
 'people','america', 'people america' ,'snore','america snore','people snore' , NUM, count 
 'trying','rent', 'trying rent' ,'andy','rent andy','trying andy' , HUM, ind 
 'did','jackie', 'did jackie' ,'kennedy','jackie kennedy','did kennedy' , HUM, ind 
 'stars','soviet', 'stars soviet' ,'union','soviet union','stars union' , NUM, count 
 'sought','create', 'sought create' ,'great','create great','sought great' , HUM, ind 
 'tourist','attractions', 'tourist attractions' ,'reims','attractions reims','tourist reims' , LOC, other 
 'lengths','pearl', 'lengths pearl' ,'necklaces','pearl necklaces','lengths necklaces' , NUM, dist 
 'said','', 'said ' ,'',' ','said ' , HUM, ind 
 'long','does', 'long does' ,'typical','does typical','long typical' , NUM, period 
 'colorado','city', 'colorado city' ,'owns','city owns','colorado owns' , LOC, city 
 'does','cost', 'does cost' ,'','cost ','does ' , NUM, money 
 'current','secretary', 'current secretary' ,'general','secretary general','current general' , HUM, ind 
 'did','guinea', 'did guinea' ,'pigs','guinea pigs','did pigs' , LOC, other 
 'countries','', 'countries ' ,'coastlines',' coastlines','countries coastlines' , LOC, country 
 'characters','', 'characters ' ,'names',' names','characters names' , HUM, ind 
 'dick','tracy', 'dick tracy' ,'villain','tracy villain','dick villain' , HUM, ind 
 'european','capital', 'european capital' ,'celebrated','capital celebrated','european celebrated' , LOC, city 
 'country','setting', 'country setting' ,'live','setting live','country live' , LOC, country 
 'thatcher','is', 'thatcher is' ,'approval','is approval','thatcher approval' , NUM, perc 
 'state','co-educational', 'state co-educational' ,'college','co-educational college','state college' , LOC, state 
 'country','latin', 'country latin' ,'america','latin america','country america' , LOC, country 
 'hawaiian','island', 'hawaiian island' ,'pearl','island pearl','hawaiian pearl' , LOC, other 
 'feathered','cartoon', 'feathered cartoon' ,'characters','cartoon characters','feathered characters' , HUM, ind 
 'dick','clark', 'dick clark' ,'born','clark born','dick born' , NUM, date 
 'death','toll', 'death toll' ,'people','toll people','death people' , NUM, other 
 'city','wiener', 'city wiener' ,'schnitzel','wiener schnitzel','city schnitzel' , LOC, city 
 'desert','highest', 'desert highest' ,'sand','highest sand','desert sand' , LOC, other 
