 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA 
 'what','longest', 'what longest' ,'place','longest place','what place' ,LOC,other 
 'what','percent', 'what percent' ,'liked','percent liked','what liked' ,NUM,perc 
 'where','does', 'where does' ,'buzz','does buzz','where buzz' ,LOC,other 
 'where','i', 'where i' ,'correct','i correct','where correct' ,LOC,other 
 'what','major-league', 'what major-league' ,'left-handed','major-league left-handed','what left-handed' ,HUM,ind 
 'what','michelangelo', 'what michelangelo' ,'is','michelangelo is','what is' ,HUM,ind 
 'who','democratic', 'who democratic' ,'nominee','democratic nominee','who nominee' ,HUM,ind 
 'what','asian', 'what asian' ,'country','asian country','what country' ,LOC,country 
 'fingers','used', 'fingers used' ,'draw','used draw','fingers draw' ,NUM,count 
 'when','hurricane', 'when hurricane' ,'hugo','hurricane hugo','when hugo' ,NUM,date 
 'what','president-to-member', 'what president-to-member' ,'congress','president-to-member congress','what congress' ,HUM,ind 
 'what','price', 'what price' ,'varian','price varian','what varian' ,NUM,money 
 'when','was', 'when was' ,'','was ','when ' ,NUM,date 
 'what','classical', 'what classical' ,'spanish','classical spanish','what spanish' ,HUM,ind 
 'what','actor', 'what actor' ,'married','actor married','what married' ,HUM,ind 
 'who','fired', 'who fired' ,'maria','fired maria','who maria' ,HUM,ind 
 'italian','artist', 'italian artist' ,'','artist ','italian ' ,NUM,period 
 'who','black', 'who black' ,'golfer','black golfer','who golfer' ,HUM,ind 
 'what','city', 'what city' ,'setting','city setting','what setting' ,LOC,city 
 'what','us', 'what us' ,'president','us president','what president' ,HUM,ind 
 'cover','employee', 'cover employee' ,'universal','employee universal','cover universal' ,HUM,ind 
 'what','president', 'what president' ,'is','president is','what is' ,HUM,ind 
 'what','fictional', 'what fictional' ,'character','fictional character','what character' ,HUM,ind 
 'what','longtime', 'what longtime' ,'game','longtime game','what game' ,HUM,ind 
 'who','the', 'who the' ,'','the ','who ' ,HUM,ind 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'where','mozambique', 'where mozambique' ,'located','mozambique located','where located' ,LOC,other 
 'months','does', 'months does' ,'normal','does normal','months normal' ,NUM,count 
 'what','real', 'what real' ,'disc','real disc','what disc' ,HUM,ind 
 'what','city', 'what city' ,'houses','city houses','what houses' ,LOC,city 
 'minimum','wage', 'minimum wage' ,'1991','wage 1991','minimum 1991' ,NUM,money 
 'who','invented', 'who invented' ,'silly','invented silly','who silly' ,HUM,ind 
 'who','patented', 'who patented' ,'phonograph','patented phonograph','who phonograph' ,HUM,ind 
 'vietnamese','soviet', 'vietnamese soviet' ,'union','soviet union','vietnamese union' ,NUM,count 
 'average','', 'average ' ,'miles',' miles','average miles' ,NUM,count 
 'who','created', 'who created' ,'private','created private','who private' ,HUM,ind 
 'what','smallest', 'what smallest' ,'country','smallest country','what country' ,LOC,country 
 'who','coined', 'who coined' ,'term','coined term','who term' ,HUM,ind 
 'what','man', 'what man' ,'who','man who','what who' ,HUM,ind 
 'who','lauren', 'who lauren' ,'bacall','lauren bacall','who bacall' ,HUM,ind 
 'hands','does', 'hands does' ,'bjorn','does bjorn','hands bjorn' ,NUM,count 
 'people','died', 'people died' ,'d-day','died d-day','people d-day' ,NUM,count 
 'what','us', 'what us' ,'congressman','us congressman','what congressman' ,HUM,ind 
 'who','created', 'who created' ,'character','created character','who character' ,HUM,ind 
 'what','student', 'what student' ,'population','student population','what population' ,NUM,other 
 'where','windsor', 'where windsor' ,'castle','windsor castle','where castle' ,LOC,other 
 'when','did', 'when did' ,'dow','did dow','when dow' ,NUM,date 
 'where','i', 'where i' ,'names','i names','where names' ,LOC,other 
 'what','state', 'what state' ,'does','state does','what does' ,LOC,state 
 'what','benelux', 'what benelux' ,'countries','benelux countries','what countries' ,LOC,country 
 'where','is', 'where is' ,'petrified','is petrified','where petrified' ,LOC,other 
 'where','tornado', 'where tornado' ,'alley','tornado alley','where alley' ,LOC,other 
 'who','author', 'who author' ,'of','author of','who of' ,HUM,ind 
 'what','american', 'what american' ,'poet','american poet','what poet' ,HUM,ind 
 'what','state', 'what state' ,'us','state us','what us' ,LOC,state 
 'what','city', 'what city' ,'maurizio','city maurizio','what maurizio' ,LOC,city 
 'who','painted', 'who painted' ,'sistine','painted sistine','who sistine' ,HUM,ind 
 'various','costumed', 'various costumed' ,'personas','costumed personas','various personas' ,HUM,ind 
 'what','oldest', 'what oldest' ,'website','oldest website','what website' ,LOC,other 
 'what','explorers', 'what explorers' ,'followed','explorers followed','what followed' ,HUM,ind 
 'who','actress', 'who actress' ,'goldie','actress goldie','who goldie' ,HUM,ind 
 'who','banned', 'who banned' ,'peter','banned peter','who peter' ,HUM,ind 
 'when','san', 'when san' ,'francisco','san francisco','when francisco' ,NUM,date 
 'casinos','atlantic', 'casinos atlantic' ,'city','atlantic city','casinos city' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','names', 'what names' ,'richard','names richard','what richard' ,HUM,ind 
 'what','chromosome', 'what chromosome' ,'number','chromosome number','what number' ,NUM,count 
 'what','is', 'what is' ,'longest','is longest','what longest' ,LOC,other 
 'when','berlin', 'when berlin' ,'is','berlin is','when is' ,NUM,date 
 'double-word-score','spaces', 'double-word-score spaces' ,'scrabble','spaces scrabble','double-word-score scrabble' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'what','mountain', 'what mountain' ,'range','mountain range','what range' ,LOC,mount 
 'who','nicknamed', 'who nicknamed' ,'little','nicknamed little','who little' ,HUM,ind 
 'cds','garth', 'cds garth' ,'brooks','garth brooks','cds brooks' ,NUM,count 
 'where','leading', 'where leading' ,'medical','leading medical','where medical' ,LOC,other 
 'what','is', 'what is' ,'sacred','is sacred','what sacred' ,LOC,other 
 'what','stefan', 'what stefan' ,'edberg','stefan edberg','what edberg' ,LOC,country 
 'gutenberg','bibles', 'gutenberg bibles' ,'there','bibles there','gutenberg there' ,NUM,count 
 'largest','country', 'largest country' ,'south','country south','largest south' ,LOC,country 
 'what','american', 'what american' ,'folk','american folk','what folk' ,HUM,ind 
 'what','author', 'what author' ,'did','author did','what did' ,HUM,ind 
 'what','country', 'what country' ,'godiva','country godiva','what godiva' ,LOC,country 
 'poet','poem', 'poet poem' ,'begins','poem begins','poet begins' ,HUM,ind 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'what','texas', 'what texas' ,'city','texas city','what city' ,LOC,city 
 'what','country', 'what country' ,'did','country did','what did' ,LOC,country 
 'what','barroom', 'what barroom' ,'judge','barroom judge','what judge' ,HUM,ind 
 'who','president', 'who president' ,'costa','president costa','who costa' ,HUM,ind 
 'what','country', 'what country' ,'best','country best','what best' ,LOC,country 
 'what','countries', 'what countries' ,'share','countries share','what share' ,LOC,country 
 'who','chairman', 'who chairman' ,'senate','chairman senate','who senate' ,HUM,ind 
 'what','actor', 'what actor' ,'starred','actor starred','what starred' ,HUM,ind 
 'home','runs', 'home runs' ,'did','runs did','home did' ,NUM,count 
 'what','city', 'what city' ,'headquarters','city headquarters','what headquarters' ,LOC,city 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'who','voice', 'who voice' ,'miss','voice miss','who miss' ,HUM,ind 
 'who','replaced', 'who replaced' ,'bert','replaced bert','who bert' ,HUM,ind 
 'boys','play', 'boys play' ,'game','play game','boys game' ,NUM,count 
 'when','sheep', 'when sheep' ,'shorn','sheep shorn','when shorn' ,NUM,date 
 'what','is', 'what is' ,'second-largest','is second-largest','what second-largest' ,LOC,other 
 'what','century', 'what century' ,'does','century does','what does' ,NUM,date 
 'astronauts','manned', 'astronauts manned' ,'project','manned project','astronauts project' ,NUM,count 
 'where','logan', 'where logan' ,'airport','logan airport','where airport' ,LOC,other 
 'who','person', 'who person' ,'inducted','person inducted','who inducted' ,HUM,ind 
 'what','golfer', 'what golfer' ,'called','golfer called','what called' ,HUM,ind 
 'who','murdered', 'who murdered' ,'leno','murdered leno','who leno' ,HUM,ind 
 'what','average', 'what average' ,'cost','average cost','what cost' ,NUM,money 
 'following','men', 'following men' ,'married','men married','following married' ,HUM,ind 
 'what','current', 'what current' ,'ticket','current ticket','what ticket' ,NUM,money 
 'what','state', 'what state' ,'nickname','state nickname','what nickname' ,LOC,state 
 'students','attend', 'students attend' ,'university','attend university','students university' ,NUM,count 
 'who','said', 'who said' ,'','said ','who ' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'etta','portrayed etta','who etta' ,HUM,ind 
 'what','is', 'what is' ,'temple','is temple','what temple' ,LOC,other 
 'where','actress', 'where actress' ,'','actress ','where ' ,LOC,other 
 'who','charlie', 'who charlie' ,'perfume','charlie perfume','who perfume' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'','portrayed ','who ' ,HUM,ind 
 'what','singer', 'what singer' ,'despondent','singer despondent','what despondent' ,HUM,ind 
 'when','did', 'when did' ,'iraqi','did iraqi','when iraqi' ,NUM,date 
 'what','famous', 'what famous' ,'singing','famous singing','what singing' ,HUM,ind 
 'what','probability', 'what probability' ,'2','probability 2','what 2' ,NUM,perc 
 'canadians','emmigrate', 'canadians emmigrate' ,'year','emmigrate year','canadians year' ,NUM,count 
 'who','gerald', 'who gerald' ,'ford','gerald ford','who ford' ,HUM,ind 
 'different','languages', 'different languages' ,'spoken','languages spoken','different spoken' ,NUM,count 
 'what','year', 'what year' ,'desmond','year desmond','what desmond' ,NUM,date 
 'who','invented', 'who invented' ,'batteries','invented batteries','who batteries' ,HUM,ind 
 'where','i', 'where i' ,'buy','i buy','where buy' ,LOC,other 
 'what','infamous', 'what infamous' ,'pseudonym','infamous pseudonym','what pseudonym' ,HUM,ind 
 'what','london', 'what london' ,'street','london street','what street' ,LOC,other 
 'what','city', 'what city' ,'famed','city famed','what famed' ,LOC,city 
 'did','minimum', 'did minimum' ,'wage','minimum wage','did wage' ,NUM,money 
 'where','tufts', 'where tufts' ,'university','tufts university','where university' ,LOC,other 
 'what','chemical', 'what chemical' ,'reactivity','chemical reactivity','what reactivity' ,NUM,other 
 'engines','does', 'engines does' ,'boeing','does boeing','engines boeing' ,NUM,count 
 'long','mao', 'long mao' ,'is','mao is','long is' ,NUM,dist 
 'what','does', 'what does' ,'teaspoon','does teaspoon','what teaspoon' ,NUM,weight 
 'what','province', 'what province' ,'edmonton','province edmonton','what edmonton' ,LOC,state 
 'who','did', 'who did' ,'sonny','did sonny','who sonny' ,HUM,ind 
 'what','martin', 'what martin' ,'luther','martin luther','what luther' ,NUM,date 
 'what','president', 'what president' ,'dispatched','president dispatched','what dispatched' ,HUM,ind 
 'video','titled', 'video titled' ,'shape','titled shape','video shape' ,HUM,ind 
 'james','bond', 'james bond' ,'novels','bond novels','james novels' ,NUM,count 
 'large','arctic', 'large arctic' ,'refuge','arctic refuge','large refuge' ,NUM,volsize 
 'electricity','does', 'electricity does' ,'brain','does brain','electricity brain' ,NUM,count 
 'who','is', 'who is' ,'twin','is twin','who twin' ,HUM,ind 
 'what','per-capita', 'what per-capita' ,'income','per-capita income','what income' ,NUM,money 
 'grammys','did', 'grammys did' ,'michael','did michael','grammys michael' ,NUM,count 
 'what','oldest', 'what oldest' ,'website','oldest website','what website' ,LOC,other 
 'what','average', 'what average' ,'age','average age','what age' ,NUM,period 
 'what','country', 'what country' ,'received','country received','what received' ,LOC,country 
 'syllables','line', 'syllables line' ,'hendecasyllabic','line hendecasyllabic','syllables hendecasyllabic' ,NUM,count 
 'what','britain', 'what britain' ,'is','britain is','what is' ,LOC,other 
 'who','america', 'who america' ,'is','america is','who is' ,HUM,ind 
 'children','18', 'children 18' ,'victims','18 victims','children victims' ,NUM,count 
 'who','lives', 'who lives' ,'24','lives 24','who 24' ,HUM,ind 
 'what','states', 'what states' ,'incorporate','states incorporate','what incorporate' ,LOC,state 
 'who','famous', 'who famous' ,'door-to-door','famous door-to-door','who door-to-door' ,HUM,ind 
 'people','america', 'people america' ,'snore','america snore','people snore' ,NUM,count 
 'who','trying', 'who trying' ,'rent','trying rent','who rent' ,HUM,ind 
 'who','did', 'who did' ,'jackie','did jackie','who jackie' ,HUM,ind 
 'stars','soviet', 'stars soviet' ,'union','soviet union','stars union' ,NUM,count 
 'who','sought', 'who sought' ,'create','sought create','who create' ,HUM,ind 
 'what','tourist', 'what tourist' ,'attractions','tourist attractions','what attractions' ,LOC,other 
 'what','lengths', 'what lengths' ,'pearl','lengths pearl','what pearl' ,NUM,dist 
 'who','said', 'who said' ,':','said :','who :' ,HUM,ind 
 'long','does', 'long does' ,'typical','does typical','long typical' ,NUM,period 
 'what','colorado', 'what colorado' ,'city','colorado city','what city' ,LOC,city 
 'does','cost', 'does cost' ,'','cost ','does ' ,NUM,money 
 'who','current', 'who current' ,'secretary','current secretary','who secretary' ,HUM,ind 
 'where','did', 'where did' ,'guinea','did guinea','where guinea' ,LOC,other 
 'what','countries', 'what countries' ,'','countries ','what ' ,LOC,country 
 'when','slinky', 'when slinky' ,'invented','slinky invented','when invented' ,NUM,date 
 'what','characters', 'what characters' ,'','characters ','what ' ,HUM,ind 
 'dick','tracy', 'dick tracy' ,'villain','tracy villain','dick villain' ,HUM,ind 
 'what','european', 'what european' ,'capital','european capital','what capital' ,LOC,city 
 'what','country', 'what country' ,'setting','country setting','what setting' ,LOC,country 
 'what','thatcher', 'what thatcher' ,'is','thatcher is','what is' ,NUM,perc 
 'what','state', 'what state' ,'co-educational','state co-educational','what co-educational' ,LOC,state 
 'what','country', 'what country' ,'latin','country latin','what latin' ,LOC,country 
 'hawaiian','island', 'hawaiian island' ,'pearl','island pearl','hawaiian pearl' ,LOC,other 
 'what','feathered', 'what feathered' ,'cartoon','feathered cartoon','what cartoon' ,HUM,ind 
